Test ID;Return code validation;Out result;StdErr result;File creation result;Global result
./Tests/BackEndTests/Tests/Test1;0;2;2;2;0
./Tests/BackEndTests/Tests/Test2;0;2;2;2;0
./Tests/BackEndTests/Tests/Test3;0;2;2;2;0
./Tests/BackEndTests/Tests/Test4;0;2;2;2;0
./Tests/BackEndTests/Tests/Test5;0;2;2;2;0
./Tests/BackEndTests/Tests/Test6;0;2;2;2;0
./Tests/BackEndTests/Tests/Test7;0;2;2;2;0
./Tests/BackEndTests/Tests/Test8;0;2;2;2;0
